"selection_algorithm","predictors_chosen","num_predictors","PRESS","MSEP","AIC","SBC","SBIC","RMSE","MSE","MAE","Adj_Rsquare","Pred_Rquare","RSquare","Coef_Determ","Coef_Var","Total_SS","Reg_SS","Err_SS","RMS","EMS","Function_Used","KS_Stat","KS_Pvalues","Params","target_name"
"Stepwise (p-values)","OverallQual TotalIndoorSF Neighborhood BsmtUnfSF YearRemodAdd GarageArea MSZoning Fireplaces YearBuilt LotArea KitchenAbvGr TotRmsAbvGrd KitchenQual Exterior1st ScreenPorch WoodDeckSF LotFrontage BsmtFinSF2 Foundation HalfBath LotConfig MasVnrType GarageCars OpenPorchSF",24,Inf,19.6275873890178,-2018.50420112958,-1622.14263268694,-6251.46127124834,0.118061243262648,0.0139384571607221,0.0820794175877028,0.912760555736963,-Inf,0.917131509361673,0.95766983316886,0.981879226733479+0i,232.788416463775,213.497591753335,19.2908247104394,2.92462454456624,0.0139384571607221,"ols_step_both_p",0.0456294641555983,0.0959785998983879,"target=Log_SalePrice imb=0.8 vif=60 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","Log_SalePrice"
"Best Subset (SBIC)","KitchenQual Neighborhood BsmtFinSF1 GarageYrBlt WoodDeckSF BsmtUnfSF",6,63.0952518476087,60.3499969714133,-446.629852063413,-272.230761948649,-4633.94145653279,0.205226431304171,0.0421178881058455,0.151746980043995,0.73638824516096,0.728958799556819,0.741997005902217,0.861392480755559,1.70680541814999+0i,232.788416463775,172.728308024839,60.0601084389357,5.57188090402708,0.0421178881058455,"ols_step_best_subset",0.0375127748772813,0.256305261185251,"target=Log_SalePrice imb=0.8 vif=60 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","Log_SalePrice"
"Forward (aic)","TotalIndoorSF OverallQual Neighborhood BsmtUnfSF KitchenQual ExterQual LotArea GarageArea YearRemodAdd KitchenAbvGr Foundation LotFrontage BsmtFinSF2 YearBuilt BsmtFinSF1 BedroomAbvGr MasVnrType MasVnrArea PoolArea WoodDeckSF ScreenPorch TotRmsAbvGrd Exterior1st OpenPorchSF",24,Inf,908687813068.493,33779.5428863348,34154.7651711272,29554.4346505138,25366.1499979025,643441565.71609,16689.1657813052,0.898180987409597,-Inf,0.903002889858971,0.950264642012409,14.019643373177+0i,9207458778054.45,8314361884840.51,893096893213.933,120497998331.022,643441565.71609,"ols_step_forward_aic",0.0428812789638318,0.136822776148024,"target=SalePrice imb=0.7 vif=60 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","SalePrice"
"Backward (aic)","LotFrontage LotArea Neighborhood OverallQual YearBuilt YearRemodAdd Exterior1st MasVnrType MasVnrArea ExterQual Foundation BsmtFinSF1 BsmtFinSF2 BsmtUnfSF BedroomAbvGr KitchenAbvGr KitchenQual TotRmsAbvGrd Fireplaces FireplaceQu GarageArea WoodDeckSF OpenPorchSF ScreenPorch PoolArea YrSold TotalIndoorSF",27,Inf,902707931449.605,33780.858714721,34193.0747459013,29548.3501093679,25319.9785143199,641101311.965623,16682.0226036336,0.898551312142688,-Inf,0.903843076231333,0.950706619431743,13.9941248087164+0i,9207458778054.45,8322097866229.92,885360911824.526,109501287713.552,641101311.965623,"ols_step_backward_aic",0.0456059593215941,0.0962791631223925,"target=SalePrice imb=0.7 vif=60 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","SalePrice"
"Stepwise (aic)","TotalIndoorSF OverallQual Neighborhood BsmtUnfSF KitchenQual ExterQual LotArea GarageArea YearRemodAdd KitchenAbvGr Foundation LotFrontage BsmtFinSF2 YearBuilt BsmtFinSF1 BedroomAbvGr MasVnrType MasVnrArea PoolArea WoodDeckSF ScreenPorch TotRmsAbvGrd Exterior1st OpenPorchSF",24,Inf,908687813068.493,33779.5428863348,34154.7651711272,29554.4346505138,25366.1499979025,643441565.71609,16689.1657813052,0.898180987409597,-Inf,0.903002889858971,0.950264642012409,14.019643373177+0i,9207458778054.45,8314361884840.51,893096893213.933,120497998331.022,643441565.71609,"ols_step_both_aic",0.0428812789638318,0.136822776148024,"target=SalePrice imb=0.7 vif=60 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","SalePrice"
"Forward (p-values)","TotalIndoorSF OverallQual Neighborhood BsmtUnfSF KitchenQual ExterQual LotArea GarageArea YearRemodAdd KitchenAbvGr Foundation LotFrontage BsmtFinSF2 YearBuilt BsmtFinSF1 BedroomAbvGr PoolArea MasVnrType MasVnrArea WoodDeckSF Exterior1st ScreenPorch TotRmsAbvGrd OpenPorchSF",24,Inf,908687813068.493,33779.5428863348,34154.7651711272,29554.4346505138,25366.1499979025,643441565.71609,16689.1657813052,0.898180987409597,-Inf,0.903002889858971,0.950264642012409,14.019643373177+0i,9207458778054.45,8314361884840.51,893096893213.933,120497998331.022,643441565.71609,"ols_step_forward_p",0.0428812789638318,0.136822776148024,"target=SalePrice imb=0.7 vif=60 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","SalePrice"
"Backward (p-values)","LotFrontage LotArea Neighborhood OverallQual YearBuilt YearRemodAdd Exterior1st MasVnrType MasVnrArea ExterQual Foundation BsmtFinSF1 BsmtFinSF2 BsmtUnfSF BedroomAbvGr KitchenAbvGr KitchenQual TotRmsAbvGrd Fireplaces FireplaceQu GarageArea WoodDeckSF OpenPorchSF ScreenPorch PoolArea TotalIndoorSF",26,Inf,903540710108.999,33781.2230861671,34188.1542964348,29548.561884196,25331.3472424717,641677153.118679,16669.0836894677,0.898460190305466,-Inf,0.903687016473682,0.950624540222732,14.0004082027004+0i,9207458778054.45,8320660952444.43,886797825610.015,110942146032.592,641677153.118679,"ols_step_backward_p",0.044932780875715,0.10522611591449,"target=SalePrice imb=0.7 vif=60 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","SalePrice"
"Stepwise (p-values)","TotalIndoorSF OverallQual Neighborhood BsmtUnfSF KitchenQual ExterQual LotArea GarageArea YearRemodAdd KitchenAbvGr Foundation LotFrontage BsmtFinSF2 YearBuilt BsmtFinSF1 BedroomAbvGr PoolArea MasVnrType MasVnrArea WoodDeckSF Exterior1st ScreenPorch TotRmsAbvGrd OpenPorchSF",24,Inf,908687813068.493,33779.5428863348,34154.7651711272,29554.4346505138,25366.1499979025,643441565.71609,16689.1657813052,0.898180987409597,-Inf,0.903002889858971,0.950264642012409,14.019643373177+0i,9207458778054.45,8314361884840.51,893096893213.933,120497998331.022,643441565.71609,"ols_step_both_p",0.0428812789638318,0.136822776148024,"target=SalePrice imb=0.7 vif=60 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","SalePrice"
"Best Subset (SBIC)","Fireplaces BsmtUnfSF ExterQual Foundation BsmtFullBath FullBath HalfBath BedroomAbvGr Exterior2nd",9,2989902954549.29,2829452693859.44,35366.7861192987,35520.0459257632,31193.5521980799,44328.9958852976,1965059876.19873,30739.8577901756,0.689046423270925,0.675273815868111,0.694808775070297,0.833551903045214,24.5002380516669+0i,9207458778054.47,6397423155090.29,2810035622964.18,236941598336.677,1965059876.19873,"ols_step_best_subset",0.0231113630829317,0.830836259143577,"target=SalePrice imb=0.7 vif=60 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","SalePrice"
"Forward (aic)","TotalIndoorSF OverallQual Neighborhood BsmtUnfSF YearRemodAdd GarageArea Fireplaces KitchenAbvGr KitchenQual LotArea YearBuilt TotRmsAbvGrd ScreenPorch WoodDeckSF Exterior1st LotFrontage ExterQual HalfBath BsmtFinSF2 Foundation MasVnrType GarageCars OpenPorchSF X3SsnPorch YrSold FullBath BsmtFullBath LotShape",28,Inf,20.8095296716875,-1933.32605912542,-1526.39484885764,-6161.76729004008,0.121481918825053,0.0147578566014167,0.0835037323364241,0.907632014535353,-Inf,0.912386715228455,0.95518936092717,1.01032793846395+0i,232.788416463774,212.393058640617,20.3953578231578,2.83190744854156,0.0147578566014167,"ols_step_forward_aic",0.0476851969376023,0.0725592896856643,"target=Log_SalePrice imb=0.7 vif=60 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","Log_SalePrice"
"Backward (aic)","LotFrontage LotArea LotShape Neighborhood OverallQual YearBuilt YearRemodAdd Exterior1st MasVnrType ExterQual Foundation BsmtFinSF2 BsmtUnfSF BsmtFullBath FullBath HalfBath KitchenAbvGr KitchenQual TotRmsAbvGrd Fireplaces GarageCars GarageArea WoodDeckSF OpenPorchSF X3SsnPorch ScreenPorch YrSold TotalIndoorSF",28,Inf,20.8095296716875,-1933.32605912542,-1526.39484885764,-6161.76729004008,0.121481918825053,0.0147578566014167,0.0835037323364241,0.907632014535353,-Inf,0.912386715228455,0.95518936092717,1.01032793846395+0i,232.788416463774,212.393058640617,20.3953578231578,2.83190744854156,0.0147578566014167,"ols_step_backward_aic",0.0476851969376023,0.0725592896856643,"target=Log_SalePrice imb=0.7 vif=60 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","Log_SalePrice"
"Stepwise (aic)","TotalIndoorSF OverallQual Neighborhood BsmtUnfSF YearRemodAdd GarageArea Fireplaces KitchenAbvGr KitchenQual LotArea YearBuilt TotRmsAbvGrd ScreenPorch WoodDeckSF Exterior1st LotFrontage ExterQual HalfBath BsmtFinSF2 Foundation MasVnrType GarageCars OpenPorchSF X3SsnPorch YrSold FullBath BsmtFullBath LotShape",28,Inf,20.8095296716875,-1933.32605912542,-1526.39484885764,-6161.76729004008,0.121481918825053,0.0147578566014167,0.0835037323364241,0.907632014535353,-Inf,0.912386715228455,0.95518936092717,1.01032793846395+0i,232.788416463774,212.393058640617,20.3953578231578,2.83190744854156,0.0147578566014167,"ols_step_both_aic",0.0476851969376023,0.0725592896856643,"target=Log_SalePrice imb=0.7 vif=60 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","Log_SalePrice"
"Forward (p-values)","OverallQual TotalIndoorSF Neighborhood BsmtUnfSF YearRemodAdd GarageArea Fireplaces KitchenAbvGr YearBuilt TotRmsAbvGrd LotArea KitchenQual ScreenPorch WoodDeckSF Exterior1st LotFrontage ExterQual HalfBath BsmtFinSF2 Foundation MasVnrType GarageCars",22,Inf,21.0319634878644,-1927.71093125916,-1563.05828829193,-6153.09012087349,0.122033063442909,0.014892068573261,0.0841659465772263,0.906791994890271,-Inf,0.911078155729222,0.95450414128448,1.01491163956894+0i,232.788416463774,212.088441146941,20.6999753168328,3.16549912159614,0.014892068573261,"ols_step_forward_p",0.0476772052940408,0.0726399744826387,"target=Log_SalePrice imb=0.7 vif=60 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","Log_SalePrice"
"Backward (p-values)","LotFrontage LotArea Neighborhood OverallQual YearBuilt YearRemodAdd Exterior1st MasVnrType ExterQual Foundation BsmtFinSF2 BsmtUnfSF BsmtFullBath FullBath HalfBath KitchenAbvGr KitchenQual TotRmsAbvGrd Fireplaces GarageCars GarageArea WoodDeckSF X3SsnPorch ScreenPorch YrSold TotalIndoorSF",26,Inf,20.9034980842795,-1932.71648354722,-1546.92455692971,-6157.54144876705,0.121665183823535,0.0148024169548146,0.0838728723049792,0.90735311562841,-Inf,0.911867823102935,0.954917704885052,1.01185209736678+0i,232.788416463774,212.272266564401,20.516149899373,2.98975023330142,0.0148024169548146,"ols_step_backward_p",0.0456242930921174,0.0960446565561047,"target=Log_SalePrice imb=0.7 vif=60 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","Log_SalePrice"
"Stepwise (p-values)","OverallQual TotalIndoorSF Neighborhood BsmtUnfSF YearRemodAdd GarageArea Fireplaces KitchenAbvGr YearBuilt TotRmsAbvGrd LotArea KitchenQual ScreenPorch WoodDeckSF Exterior1st LotFrontage ExterQual HalfBath BsmtFinSF2 Foundation MasVnrType GarageCars",22,Inf,21.0319634878644,-1927.71093125916,-1563.05828829193,-6153.09012087349,0.122033063442909,0.014892068573261,0.0841659465772263,0.906791994890271,-Inf,0.911078155729222,0.95450414128448,1.01491163956894+0i,232.788416463774,212.088441146941,20.6999753168328,3.16549912159614,0.014892068573261,"ols_step_both_p",0.0476772052940408,0.0726399744826387,"target=Log_SalePrice imb=0.7 vif=60 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","Log_SalePrice"
"Best Subset (SBIC)","LotFrontage Exterior1st Fireplaces ScreenPorch BsmtFinSF1 LotArea WoodDeckSF ExterQual BsmtUnfSF",9,Inf,64.6632892060361,-364.999789522806,-232.879266708591,-4530.29038452844,0.211621122862081,0.0447834996414078,0.157675856427913,0.719704442477339,-Inf,0.724129149287923,0.850957783493355,1.75998811069636+0i,232.788416463774,168.568877977996,64.2195384857788,7.3290816512172,0.0447834996414078,"ols_step_best_subset",0.0340890607562352,0.364978411394839,"target=Log_SalePrice imb=0.7 vif=60 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","Log_SalePrice"
"Forward (aic)","TotalIndoorSF OverallQual Neighborhood BsmtUnfSF KitchenQual ExterQual LotArea GarageArea YearRemodAdd KitchenAbvGr Foundation LotFrontage BsmtFinSF2 YearBuilt BsmtFinSF1 BedroomAbvGr MasVnrType MasVnrArea PoolArea WoodDeckSF ScreenPorch TotRmsAbvGrd Exterior1st OpenPorchSF",24,Inf,908687813068.493,33779.5428863348,34154.7651711272,29554.4346505138,25366.1499979025,643441565.71609,16689.1657813052,0.898180987409597,-Inf,0.903002889858971,0.950264642012409,14.019643373177+0i,9207458778054.45,8314361884840.51,893096893213.933,120497998331.022,643441565.71609,"ols_step_forward_aic",0.0428812789638318,0.136822776148024,"target=SalePrice imb=0.65 vif=60 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","SalePrice"
"Backward (aic)","LotFrontage LotArea Neighborhood OverallQual YearBuilt YearRemodAdd Exterior1st MasVnrType MasVnrArea ExterQual Foundation BsmtFinSF1 BsmtFinSF2 BsmtUnfSF BedroomAbvGr KitchenAbvGr KitchenQual TotRmsAbvGrd Fireplaces FireplaceQu GarageArea WoodDeckSF OpenPorchSF ScreenPorch PoolArea YrSold TotalIndoorSF",27,Inf,902707931449.605,33780.858714721,34193.0747459013,29548.3501093679,25319.9785143199,641101311.965623,16682.0226036336,0.898551312142688,-Inf,0.903843076231333,0.950706619431743,13.9941248087164+0i,9207458778054.45,8322097866229.92,885360911824.526,109501287713.552,641101311.965623,"ols_step_backward_aic",0.0456059593215941,0.0962791631223925,"target=SalePrice imb=0.65 vif=60 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","SalePrice"
"Stepwise (aic)","TotalIndoorSF OverallQual Neighborhood BsmtUnfSF KitchenQual ExterQual LotArea GarageArea YearRemodAdd KitchenAbvGr Foundation LotFrontage BsmtFinSF2 YearBuilt BsmtFinSF1 BedroomAbvGr MasVnrType MasVnrArea PoolArea WoodDeckSF ScreenPorch TotRmsAbvGrd Exterior1st OpenPorchSF",24,Inf,908687813068.493,33779.5428863348,34154.7651711272,29554.4346505138,25366.1499979025,643441565.71609,16689.1657813052,0.898180987409597,-Inf,0.903002889858971,0.950264642012409,14.019643373177+0i,9207458778054.45,8314361884840.51,893096893213.933,120497998331.022,643441565.71609,"ols_step_both_aic",0.0428812789638318,0.136822776148024,"target=SalePrice imb=0.65 vif=60 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","SalePrice"
"Forward (p-values)","TotalIndoorSF OverallQual Neighborhood BsmtUnfSF KitchenQual ExterQual LotArea GarageArea YearRemodAdd KitchenAbvGr Foundation LotFrontage BsmtFinSF2 YearBuilt BsmtFinSF1 BedroomAbvGr PoolArea MasVnrType MasVnrArea WoodDeckSF Exterior1st ScreenPorch TotRmsAbvGrd OpenPorchSF",24,Inf,908687813068.493,33779.5428863348,34154.7651711272,29554.4346505138,25366.1499979025,643441565.71609,16689.1657813052,0.898180987409597,-Inf,0.903002889858971,0.950264642012409,14.019643373177+0i,9207458778054.45,8314361884840.51,893096893213.933,120497998331.022,643441565.71609,"ols_step_forward_p",0.0428812789638318,0.136822776148024,"target=SalePrice imb=0.65 vif=60 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","SalePrice"
"Backward (p-values)","LotFrontage LotArea Neighborhood OverallQual YearBuilt YearRemodAdd Exterior1st MasVnrType MasVnrArea ExterQual Foundation BsmtFinSF1 BsmtFinSF2 BsmtUnfSF BedroomAbvGr KitchenAbvGr KitchenQual TotRmsAbvGrd Fireplaces FireplaceQu GarageArea WoodDeckSF OpenPorchSF ScreenPorch PoolArea TotalIndoorSF",26,Inf,903540710108.999,33781.2230861671,34188.1542964348,29548.561884196,25331.3472424717,641677153.118679,16669.0836894677,0.898460190305466,-Inf,0.903687016473682,0.950624540222732,14.0004082027004+0i,9207458778054.45,8320660952444.43,886797825610.015,110942146032.592,641677153.118679,"ols_step_backward_p",0.044932780875715,0.10522611591449,"target=SalePrice imb=0.65 vif=60 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","SalePrice"
"Stepwise (p-values)","TotalIndoorSF OverallQual Neighborhood BsmtUnfSF KitchenQual ExterQual LotArea GarageArea YearRemodAdd KitchenAbvGr Foundation LotFrontage BsmtFinSF2 YearBuilt BsmtFinSF1 BedroomAbvGr PoolArea MasVnrType MasVnrArea WoodDeckSF Exterior1st ScreenPorch TotRmsAbvGrd OpenPorchSF",24,Inf,908687813068.493,33779.5428863348,34154.7651711272,29554.4346505138,25366.1499979025,643441565.71609,16689.1657813052,0.898180987409597,-Inf,0.903002889858971,0.950264642012409,14.019643373177+0i,9207458778054.45,8314361884840.51,893096893213.933,120497998331.022,643441565.71609,"ols_step_both_p",0.0428812789638318,0.136822776148024,"target=SalePrice imb=0.65 vif=60 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","SalePrice"
"Best Subset (SBIC)","GarageCars EnclosedPorch MasVnrArea MasVnrType LotArea BsmtFinSF1 KitchenQual OverallQual TotRmsAbvGrd KitchenAbvGr",10,1638644925814.13,1588139003246.32,34497.7534170399,34582.310551641,30352.3571283313,33049.5587379768,1092273332.77498,22995.6248491635,0.827157277136416,0.822030707352201,0.828818085729477,0.910394467101749,18.2661944041809+0i,9207458778054.54,7631308358860.24,1576150419194.29,545093454204.303,1092273332.77498,"ols_step_best_subset",0.0373317876554493,0.261385482559211,"target=SalePrice imb=0.65 vif=60 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","SalePrice"
"Forward (aic)","TotalIndoorSF OverallQual Neighborhood BsmtUnfSF YearRemodAdd GarageArea Fireplaces KitchenAbvGr KitchenQual LotArea YearBuilt TotRmsAbvGrd ScreenPorch WoodDeckSF Exterior1st LotFrontage ExterQual HalfBath BsmtFinSF2 Foundation MasVnrType GarageCars OpenPorchSF X3SsnPorch YrSold FullBath BsmtFullBath LotShape",28,Inf,20.8095296716875,-1933.32605912542,-1526.39484885764,-6161.76729004008,0.121481918825053,0.0147578566014167,0.0835037323364241,0.907632014535353,-Inf,0.912386715228455,0.95518936092717,1.01032793846395+0i,232.788416463774,212.393058640617,20.3953578231578,2.83190744854156,0.0147578566014167,"ols_step_forward_aic",0.0476851969376023,0.0725592896856643,"target=Log_SalePrice imb=0.65 vif=60 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","Log_SalePrice"
"Backward (aic)","LotFrontage LotArea LotShape Neighborhood OverallQual YearBuilt YearRemodAdd Exterior1st MasVnrType ExterQual Foundation BsmtFinSF2 BsmtUnfSF BsmtFullBath FullBath HalfBath KitchenAbvGr KitchenQual TotRmsAbvGrd Fireplaces GarageCars GarageArea WoodDeckSF OpenPorchSF X3SsnPorch ScreenPorch YrSold TotalIndoorSF",28,Inf,20.8095296716875,-1933.32605912542,-1526.39484885764,-6161.76729004008,0.121481918825053,0.0147578566014167,0.0835037323364241,0.907632014535353,-Inf,0.912386715228455,0.95518936092717,1.01032793846395+0i,232.788416463774,212.393058640617,20.3953578231578,2.83190744854156,0.0147578566014167,"ols_step_backward_aic",0.0476851969376023,0.0725592896856643,"target=Log_SalePrice imb=0.65 vif=60 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","Log_SalePrice"
"Stepwise (aic)","TotalIndoorSF OverallQual Neighborhood BsmtUnfSF YearRemodAdd GarageArea Fireplaces KitchenAbvGr KitchenQual LotArea YearBuilt TotRmsAbvGrd ScreenPorch WoodDeckSF Exterior1st LotFrontage ExterQual HalfBath BsmtFinSF2 Foundation MasVnrType GarageCars OpenPorchSF X3SsnPorch YrSold FullBath BsmtFullBath LotShape",28,Inf,20.8095296716875,-1933.32605912542,-1526.39484885764,-6161.76729004008,0.121481918825053,0.0147578566014167,0.0835037323364241,0.907632014535353,-Inf,0.912386715228455,0.95518936092717,1.01032793846395+0i,232.788416463774,212.393058640617,20.3953578231578,2.83190744854156,0.0147578566014167,"ols_step_both_aic",0.0476851969376023,0.0725592896856643,"target=Log_SalePrice imb=0.65 vif=60 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","Log_SalePrice"
"Forward (p-values)","OverallQual TotalIndoorSF Neighborhood BsmtUnfSF YearRemodAdd GarageArea Fireplaces KitchenAbvGr YearBuilt TotRmsAbvGrd LotArea KitchenQual ScreenPorch WoodDeckSF Exterior1st LotFrontage ExterQual HalfBath BsmtFinSF2 Foundation MasVnrType GarageCars",22,Inf,21.0319634878644,-1927.71093125916,-1563.05828829193,-6153.09012087349,0.122033063442909,0.014892068573261,0.0841659465772263,0.906791994890271,-Inf,0.911078155729222,0.95450414128448,1.01491163956894+0i,232.788416463774,212.088441146941,20.6999753168328,3.16549912159614,0.014892068573261,"ols_step_forward_p",0.0476772052940408,0.0726399744826387,"target=Log_SalePrice imb=0.65 vif=60 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","Log_SalePrice"
"Backward (p-values)","LotFrontage LotArea Neighborhood OverallQual YearBuilt YearRemodAdd Exterior1st MasVnrType ExterQual Foundation BsmtFinSF2 BsmtUnfSF BsmtFullBath FullBath HalfBath KitchenAbvGr KitchenQual TotRmsAbvGrd Fireplaces GarageCars GarageArea WoodDeckSF X3SsnPorch ScreenPorch YrSold TotalIndoorSF",26,Inf,20.9034980842795,-1932.71648354722,-1546.92455692971,-6157.54144876705,0.121665183823535,0.0148024169548146,0.0838728723049792,0.90735311562841,-Inf,0.911867823102935,0.954917704885052,1.01185209736678+0i,232.788416463774,212.272266564401,20.516149899373,2.98975023330142,0.0148024169548146,"ols_step_backward_p",0.0456242930921174,0.0960446565561047,"target=Log_SalePrice imb=0.65 vif=60 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","Log_SalePrice"
"Stepwise (p-values)","OverallQual TotalIndoorSF Neighborhood BsmtUnfSF YearRemodAdd GarageArea Fireplaces KitchenAbvGr YearBuilt TotRmsAbvGrd LotArea KitchenQual ScreenPorch WoodDeckSF Exterior1st LotFrontage ExterQual HalfBath BsmtFinSF2 Foundation MasVnrType GarageCars",22,Inf,21.0319634878644,-1927.71093125916,-1563.05828829193,-6153.09012087349,0.122033063442909,0.014892068573261,0.0841659465772263,0.906791994890271,-Inf,0.911078155729222,0.95450414128448,1.01491163956894+0i,232.788416463774,212.088441146941,20.6999753168328,3.16549912159614,0.014892068573261,"ols_step_both_p",0.0476772052940408,0.0726399744826387,"target=Log_SalePrice imb=0.65 vif=60 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","Log_SalePrice"
"Best Subset (SBIC)","Exterior2nd Fireplaces X3SsnPorch BsmtFinSF2 BsmtFinSF1 FullBath ScreenPorch YearBuilt MasVnrType",9,79.6737133963132,76.7318334440905,-115.502425787649,16.6180970265666,-4280.79302079328,0.2305249339002,0.0531417451496918,0.173640861982887,0.6673909988337,0.657741933182866,0.672641518412852,0.820147254103098,1.91720532145478+0i,232.788416463774,156.583153919116,76.205262544658,6.80796321387462,0.0531417451496918,"ols_step_best_subset",0.0374695259827137,0.257512587318876,"target=Log_SalePrice imb=0.65 vif=60 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","Log_SalePrice"
"Forward (aic)","TotalIndoorSF OverallQual Neighborhood BsmtUnfSF KitchenQual LotArea GarageArea OverallCond YearBuilt BsmtExposure BsmtCond KitchenAbvGr Functional ExterQual LotFrontage BsmtFinSF2 BsmtFinSF1 BedroomAbvGr TotRmsAbvGrd PoolQC MasVnrArea MasVnrType MSZoning Exterior1st BsmtQual LotConfig GarageCond ScreenPorch Foundation OpenPorchSF WoodDeckSF GarageCars ExterCond RoofStyle GarageYrBlt",35,Inf,869153061855.298,33737.4446623447,34202.5089026507,29502.3807736442,24865.4814389233,618292167.189438,16533.6175646659,0.902160660252735,-Inf,0.907935665893273,0.95285658201708,13.7429283555006+0i,9207458778054.45,8359780216837.73,847678561216.719,97206746707.4154,618292167.189438,"ols_step_forward_aic",0.0326120169874137,0.419959764864769,"target=SalePrice imb=0.8 vif=60 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
"Backward (aic)","MSZoning LotFrontage LotArea LotConfig LandSlope Neighborhood HouseStyle OverallQual OverallCond YearBuilt Exterior1st MasVnrType MasVnrArea ExterQual ExterCond Foundation BsmtQual BsmtCond BsmtExposure BsmtFinSF1 BsmtFinSF2 BsmtUnfSF LowQualFinSF HalfBath BedroomAbvGr KitchenAbvGr KitchenQual TotRmsAbvGrd Functional Fireplaces FireplaceQu GarageCars GarageArea GarageQual GarageCond WoodDeckSF OpenPorchSF ScreenPorch PoolQC TotalIndoorSF",40,Inf,861855405781.631,33734.011960919,34236.0699476131,29496.0287259449,24780.6146953501,614078864.679403,16562.3750271553,0.90282737860631,-Inf,0.909029886354844,0.953430588115802,13.6960232682392+0i,9207458778054.45,8369855206631.75,837603571422.705,89998443082.0618,614078864.679403,"ols_step_backward_aic",0.0333124610407377,0.393299281663638,"target=SalePrice imb=0.8 vif=60 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
"Stepwise (aic)","TotalIndoorSF OverallQual Neighborhood BsmtUnfSF KitchenQual LotArea GarageArea OverallCond YearBuilt BsmtExposure BsmtCond KitchenAbvGr Functional ExterQual LotFrontage BsmtFinSF2 BsmtFinSF1 BedroomAbvGr TotRmsAbvGrd PoolQC MasVnrArea MasVnrType MSZoning Exterior1st BsmtQual LotConfig GarageCond ScreenPorch Foundation OpenPorchSF WoodDeckSF GarageCars ExterCond RoofStyle GarageYrBlt",35,Inf,869153061855.298,33737.4446623447,34202.5089026507,29502.3807736442,24865.4814389233,618292167.189438,16533.6175646659,0.902160660252735,-Inf,0.907935665893273,0.95285658201708,13.7429283555006+0i,9207458778054.45,8359780216837.73,847678561216.719,97206746707.4154,618292167.189438,"ols_step_both_aic",0.0326120169874137,0.419959764864769,"target=SalePrice imb=0.8 vif=60 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
"Forward (p-values)","TotalIndoorSF OverallQual Neighborhood BsmtUnfSF KitchenQual LotArea GarageArea OverallCond YearBuilt BsmtExposure BsmtCond KitchenAbvGr Functional ExterQual LotFrontage BsmtFinSF2 BsmtFinSF1 BedroomAbvGr TotRmsAbvGrd PoolQC MasVnrArea MasVnrType MSZoning Exterior1st BsmtQual ScreenPorch GarageCond LotConfig Foundation OpenPorchSF WoodDeckSF GarageCars",32,Inf,877069899244.62,33739.7398686602,34167.8103625782,29511.940005092,24941.232889934,622065098.069927,16611.874968552,0.9015636268665,-Inf,0.906900945656855,0.952313470269561,13.7847955023975+0i,9207458778054.45,8350253072914.09,857205705140.36,105699405986.254,622065098.069927,"ols_step_forward_p",0.0332649812760493,0.395073482177432,"target=SalePrice imb=0.8 vif=60 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
